line_id,order_id,book_id,price
3780,10788,7568,11.18
3781,11299,8399,1.94
3782,11426,2451,16.21
3783,1412,4361,10.56
3784,5507,5165,14.74
3785,451,3242,4.93
3786,1355,3986,1.03
3787,1627,2039,15.23
3788,4546,2876,0.14
3789,5450,2900,5.63
3790,6593,6961,5.67
3791,8640,6014,17.04
3792,9663,7118,12.83
3793,90,3218,10.42
3794,4185,8204,2.48
3795,6232,4528,13.27
3796,8279,1073,9.83
3797,9302,1870,7.32
3798,10325,3624,10.61
3799,10836,7518,15.73
3800,11347,10083,3.42
3801,468,1522,3.41
3802,4563,4926,14.03
3803,6610,2007,15.93
3804,8657,4922,16.43
3805,9680,8694,8.84
3806,180,9630,0.04
3807,4275,4591,1.15
3808,6322,542,1.43
3809,8369,2356,16.88
3810,9392,6498,7.77
3811,10415,2130,15.82
3812,10926,4231,10.57
3813,576,5587,18.5
3814,1987,1310,16.28
3815,2049,7974,2.83
3816,4671,6212,7.33
3817,6718,1755,13.77
3818,8765,10799,15.74
3819,9788,252,15.05
3820,853,7725,4.28
3821,1638,10992,5.94
3822,4948,5804,14.34
3823,6995,215,18.92
3824,9042,7482,10.48
3825,1365,6708,8.85
3826,5460,4480,13.73
3827,151,2497,1.25
3828,550,7122,0.24
3829,2170,1569,13.36
3830,4246,10216,11.72
3831,4645,1962,2.46
3832,6293,953,1.19
3833,6692,442,0.41
3834,8340,10937,17.07
3835,8739,3553,0.71
3836,9363,2445,19.84
3837,9762,3357,10.64
3838,10386,8387,3.47
3839,10897,6755,10.29
3840,2476,8360,4.26
3841,1154,9029,8.36
3842,1745,7292,0.46
3843,5249,1653,13.48
3844,7296,10283,11.98
3845,208,2476,6.31
3846,4303,10132,12.12
3847,6350,3327,13.53
3848,8397,5401,7.95
3849,9420,5906,9.24
3850,10443,7973,3.95
3851,10954,9315,11.88
3852,1595,5097,10.17
3853,1668,1880,6.37
3854,2016,960,9.51
3855,1766,1327,3.39
3856,844,5438,18.71
3857,4939,2364,5.1
3858,6986,7091,8.44
3859,9033,2193,14.4
3860,1413,88,17.6
3861,5508,4180,4.78
3862,2181,746,12.37
3863,1189,9931,12.13
3864,5284,3954,19.14
3865,7331,7996,14.45
3866,35,5073,2.25
3867,268,2172,12.76
3868,4130,6738,2.26
3869,4363,8331,8.09
3870,6177,8631,13.3
3871,6410,11117,20.0
3872,8224,28,0.25
3873,8457,619,4.8
3874,9247,373,8.95
3875,9480,1512,6.75
3876,10270,3121,7.79
3877,10503,1174,7.18
3878,10781,5334,6.39
3879,11014,1766,16.7
3880,11292,7792,19.91
3881,11419,9764,8.01
3882,2474,4122,13.01
3883,1294,1565,15.04
3884,5389,3763,8.7
3885,2159,1773,9.85
3886,24,10942,8.8
3887,643,2786,18.63
3888,1043,10094,14.82
3889,4119,10932,13.81
3890,4738,5608,8.98
3891,5138,8159,6.39
3892,6166,4414,0.51
3893,6785,10433,12.23
3894,7185,2726,7.8
3895,8213,2396,18.13
3896,8832,9860,14.23
3897,9236,10002,7.21
3898,10259,1164,8.84
3899,10770,9974,3.12
3900,11281,1012,19.73
3901,11408,7332,6.72
3902,1767,7818,10.11
3903,509,4658,11.55
3904,2017,7015,8.41
3905,4604,2349,15.88
3906,6651,3751,6.06
3907,8698,5618,12.3
3908,9721,6226,19.06
3909,1438,970,11.53
3910,2317,6904,7.47
3911,5533,58,18.11
3912,2136,5709,16.97
3913,20,7814,19.33
3914,1034,8080,14.62
3915,1688,5312,3.87
3916,4115,5949,1.86
3917,5129,9587,0.58
3918,6162,6225,14.21
3919,7176,9739,4.88
3920,8209,6624,4.88
3921,9232,4825,8.73
3922,10255,9808,1.96
3923,10766,9403,18.63
3924,11277,1369,16.4
3925,11404,8137,3.93
3926,2001,8764,6.99
3927,481,4279,17.48
3928,2033,2421,9.3
3929,4576,7475,19.29
3930,6623,8968,2.74
3931,8670,2982,18.56
3932,9693,9311,7.99
3933,559,5428,4.8
3934,4654,8208,19.36
3935,6701,6968,4.55
3936,8748,2881,12.24
3937,9771,3149,11.59
3938,1219,526,9.97
3939,5314,3893,5.09
3940,1296,2476,6.98
3941,5391,869,6.86
3942,1746,5357,7.55
3943,942,4939,1.73
3944,1225,1128,4.94
3945,5037,10350,18.21
3946,5320,8486,1.62
3947,7084,1315,6.94
3948,544,4230,17.2
3949,4639,1780,4.39
3950,6686,6867,8.55
3951,8733,3184,2.96
3952,9756,9822,19.38
3953,299,2191,1.54
3954,4394,8850,14.9
3955,6441,3783,9.29
3956,8488,3360,2.33
3957,9511,7532,0.7
3958,10534,1609,12.35
3959,11045,7287,8.43
3960,442,1579,8.91
3961,4537,8920,13.44
3962,6584,10628,15.19
3963,8631,10379,7.7
3964,9654,1408,9.55
3965,369,97,12.21
3966,4464,284,5.93
3967,6511,4521,2.84
3968,8558,5465,0.6
3969,9581,7514,5.74
3970,10604,4557,3.73
3971,1340,7834,19.21
3972,5435,7684,11.43
3973,1006,8738,4.25
3974,1910,7858,17.88
3975,5101,3901,1.42
3976,7148,3383,6.14
3977,163,6923,3.8
3978,504,939,17.03
3979,4258,37,9.25
3980,4599,3368,2.52
3981,6305,8036,4.66
3982,6646,11111,5.88
3983,8352,5274,9.76
3984,8693,190,12.44
3985,9375,652,8.54
3986,9716,10669,10.27
3987,10398,7691,18.31
3988,10909,5604,15.44
3989,488,3873,8.5
3990,2327,889,2.5
3991,4583,4289,11.04
3992,6630,6728,7.34
3993,8677,221,19.98
3994,9700,10398,13.53
3995,2406,6430,17.21
3996,2459,6337,5.31
3997,854,6887,5.97
3998,4949,7067,5.61
3999,6996,5536,12.91
4000,9043,8191,14.87
4001,1211,5676,6.38
4002,5306,732,7.43
4003,2215,7334,3.64
4004,1805,10370,2.29
4005,1952,8639,10.77
4006,1155,4039,3.99
4007,2226,10108,18.88
4008,5250,11057,2.74
4009,7297,7843,2.26
4010,1747,5004,18.19
4011,519,2222,5.38
4012,4614,8305,18.5
4013,6661,4281,2.98
4014,8708,6581,10.2
4015,9731,8623,6.9
4016,740,4464,19.41
4017,1955,7210,6.58
4018,2253,7800,10.37
4019,4835,5432,17.72
4020,6882,10745,3.41
4021,8929,10634,5.34
4022,965,5201,10.73
4023,5060,3107,15.74
4024,7107,1092,2.59
4025,1051,3915,7.43
4026,1085,8926,17.93
4027,5146,835,13.72
4028,5180,2286,19.38
4029,7193,2535,4.65
4030,7227,5343,14.05
4031,314,812,5.13
4032,1723,722,11.08
4033,2443,6397,4.26
4034,4409,3783,1.22
4035,6456,3168,4.82
4036,8503,3896,0.56
4037,9526,1009,7.37
4038,10549,6351,14.97
4039,95,328,18.04
4040,405,4692,8.05
4041,4190,8318,10.61
4042,4500,4553,9.09
4043,6237,506,17.27
4044,6547,2020,6.33
4045,8284,434,4.9
4046,8594,1191,16.01
4047,9307,7586,0.14
4048,9617,11022,18.63
4049,10330,7630,12.68
4050,10841,1265,13.31
4051,11352,10982,18.77
4052,588,8135,16.81
4053,4683,95,10.42
4054,6730,6461,6.79
4055,8777,10644,15.28
4056,9800,10567,9.13
4057,232,4835,16.05
4058,1880,7885,2.72
4059,4327,6163,7.23
4060,6374,1629,12.94
4061,8421,8856,0.77
4062,9444,8951,18.14
4063,10467,1355,17.76
4064,10978,818,14.08
4065,1357,3344,7.8
4066,5452,542,1.46
4067,690,2443,17.57
4068,1459,8167,0.68
4069,4785,10783,14.86
4070,5554,8986,16.18
4071,6832,6924,13.69
4072,8879,6176,14.44
4073,540,10522,11.23
4074,2173,10808,3.43
4075,4635,10512,4.17
4076,6682,2314,8.29
4077,8729,4988,19.97
4078,9752,7193,4.75
4079,2387,2763,10.58
4080,984,10007,18.21
4081,1473,9495,10.72
4082,1535,1339,19.86
4083,5079,6726,0.86
4084,5568,4482,17.68
4085,7126,2361,8.17
4086,1395,4516,16.08
4087,5490,8927,11.99
4088,1007,6568,3.06
4089,1533,11064,10.25
4090,2196,6460,7.29
4091,5102,901,6.22
4092,7149,3487,12.66
4093,2060,2499,4.48
4094,744,4976,11.27
4095,1254,5284,13.69
4096,4839,11106,18.74
4097,5349,7687,12.87
4098,6886,1601,15.78
4099,8933,5726,4.11
4100,956,5381,16.03
4101,5051,6186,7.52
4102,7098,2354,18.6
4103,823,164,5.68
4104,4918,4190,0.61
4105,6965,242,0.35
4106,9012,259,1.26
4107,122,2732,0.77
4108,4217,5063,3.21
4109,6264,4855,14.02
4110,8311,2174,17.49
4111,9334,8736,6.06
4112,10357,1781,17.81
4113,10868,10829,3.89
4114,691,580,13.55
4115,1470,2571,2.45
4116,4786,10234,4.62
4117,5565,4411,5.77
4118,6833,2826,8.08
4119,8880,2871,1.56
4120,1647,6847,16.87
4121,2258,4126,6.48
4122,469,5639,11.25
4123,4564,3247,15.43
4124,6611,10934,11.97
4125,8658,507,8.63
4126,9681,237,16.23
4127,332,11049,10.62
4128,4427,7530,15.81
4129,6474,10249,4.7
4130,8521,4569,6.98
4131,9544,5700,10.29
4132,10567,406,12.77
4133,1563,925,10.0
4134,132,2794,15.1
4135,2108,245,16.89
4136,4227,1750,5.05
4137,6274,8788,3.84
4138,8321,6577,7.58
4139,9344,1365,9.51
4140,10367,112,12.47
4141,10878,966,11.28
4142,428,6218,2.05
4143,4523,9311,17.52
4144,6570,9675,14.4
4145,8617,11017,15.83
4146,9640,10984,11.23
4147,1650,9405,10.84
4148,1879,1943,4.94
4149,2229,7906,16.24
4150,2395,10328,4.11
4151,2444,2691,11.86
4152,2428,2674,8.44
4153,2259,4328,13.58
4154,1003,2532,2.02
4155,1200,9146,16.15
4156,1321,6352,8.64
4157,5098,4988,18.9
4158,5295,4224,1.27
4159,5416,1989,14.06
4160,7145,10888,15.68
4161,7342,10951,11.38
4162,1643,9932,15.12
4163,746,1133,4.82
4164,4841,10018,15.57
4165,6888,2133,12.45
4166,8935,5978,16.38
4167,1080,5382,19.22
4168,5175,3950,17.83
4169,7222,4356,5.67
4170,1453,2710,7.33
4171,1988,1144,8.28
4172,5548,8466,11.26
4173,592,5922,19.45
4174,4687,2945,8.13
4175,6734,2646,19.4
4176,8781,1511,15.39
4177,9804,4887,17.76
4178,638,1372,19.04
4179,4733,4330,1.81
4180,6780,3166,3.03
4181,8827,10047,1.22
4182,91,6626,15.9
4183,2301,2089,11.08
4184,4186,2314,7.54
4185,6233,2909,3.52
4186,8280,1062,18.98
4187,9303,5114,9.01
4188,10326,9722,0.34
4189,10837,5171,5.44
4190,11348,10758,0.36
4191,885,2093,17.74
4192,1047,9699,13.94
4193,4980,9682,5.19
4194,5142,7651,13.18
4195,7027,2595,3.77
4196,7189,2693,12.9
4197,9074,5553,11.21
4198,1072,3386,16.81
4199,1230,3222,18.52
4200,5167,8482,0.66
4201,5325,9776,5.88
4202,7214,9271,5.69
4203,1611,10274,15.26
4204,2227,508,18.77
4205,2203,6179,19.23
4206,145,1563,16.37
4207,1853,7471,18.03
4208,4240,5494,15.28
4209,6287,3758,7.94
4210,8334,10824,13.45
4211,9357,4946,4.09
4212,10380,7669,16.65
4213,10891,1057,19.55
4214,1811,6698,1.55
4215,242,6473,13.52
4216,2298,7070,2.97
4217,4337,9312,14.77
4218,6384,2029,13.92
4219,8431,10376,11.5
4220,9454,861,13.24
4221,10477,857,7.99
4222,10988,8519,12.6
4223,495,9502,7.59
4224,520,3733,10.78
4225,4590,7656,16.48
4226,4615,609,16.04
4227,6637,9415,16.5
4228,6662,6517,9.08
4229,8684,5703,4.01
4230,8709,5186,14.57
4231,9707,2706,0.62
4232,9732,4741,0.74
4233,1854,10080,8.39
4234,1052,4214,12.71
4235,5147,459,5.99
4236,7194,4170,19.49
4237,694,8336,16.44
4238,763,9589,16.87
4239,1226,7033,12.59
4240,4789,2810,7.47
4241,4858,1217,8.53
4242,5321,8962,14.94
4243,6836,3547,7.05
4244,6905,8982,19.57
4245,8883,5228,8.28
4246,8952,7354,1.25
4247,437,3657,9.13
4248,4532,3303,2.29
4249,6579,7588,1.33
4250,8626,3187,4.65
4251,9649,3379,16.41
4252,1843,2144,10.02
4253,325,10309,2.6
4254,4420,9687,19.26
4255,6467,2265,2.57
4256,8514,343,15.38
4257,9537,8382,9.18
4258,10560,397,16.01
4259,21,9979,1.64
4260,4116,8005,7.02
4261,6163,6647,18.67
4262,8210,9739,11.52
4263,9233,2821,10.8
4264,10256,10446,1.49
4265,10767,6190,11.16
4266,11278,1347,18.63
4267,11405,3262,13.44
4268,655,5347,7.73
4269,777,5473,5.98
4270,4750,225,4.07
4271,4872,10642,3.45
4272,6797,11037,8.86
4273,6919,2655,17.28
4274,8844,6737,8.69
4275,8966,3975,9.64
4276,1968,3757,4.85
4277,1235,2218,5.38
4278,5330,8323,18.65
4279,49,4658,5.91
4280,639,2474,4.5
4281,4144,5083,12.19
4282,4734,7540,11.19
4283,6191,8507,2.89
4284,6781,4761,14.13
4285,8238,2758,2.4
4286,8828,9543,18.55
4287,9261,722,10.83
4288,10284,5707,18.8
4289,10795,1796,19.74
4290,11306,5012,5.83
4291,11433,1170,13.03
4292,196,10496,15.23
4293,1460,10881,12.09
4294,4291,1000,12.7
4295,5555,10082,12.5
4296,6338,4529,3.2
4297,8385,6445,8.32
4298,9408,3805,9.24
4299,10431,3159,0.67
4300,10942,3518,9.6
4301,1781,5028,16.38
4302,2358,8230,4.83
4303,1612,10987,4.27
4304,2230,1163,17.65
4305,50,1099,16.93
4306,1734,10414,2.81
4307,4145,9949,0.99
4308,6192,6294,13.59
4309,8239,7787,9.22
4310,9262,2287,12.89
4311,10285,6739,1.9
4312,10796,7322,0.11
4313,11307,586,4.94
4314,11434,863,12.93
4315,2071,11126,1.2
4316,406,3346,6.47
4317,4501,7946,12.02
4318,6548,9601,10.22
4319,8595,10760,6.03
4320,9618,6761,2.66
4321,457,9371,16.24
4322,1973,5925,4.54
4323,4552,5985,0.16
4324,6599,4752,2.22
4325,8646,3035,0.63
4326,9669,3774,12.02
4327,612,10999,2.79
4328,2206,8132,4.73
4329,4707,11012,4.78
4330,6754,2512,8.24
4331,8801,4249,13.48
4332,1495,2485,1.9
4333,1634,8963,14.85
4334,5590,3285,4.98
4335,554,3994,0.96
4336,4649,1807,13.37
4337,6696,9511,5.38
4338,8743,8684,1.91
4339,9766,1504,7.8
4340,2396,6049,10.98
4341,2416,1261,18.4
4342,420,2882,10.72
4343,1064,10036,18.05
4344,4515,8982,6.56
4345,5159,2437,2.21
4346,6562,9975,3.01
4347,7206,696,17.22
4348,8609,1320,0.19
4349,9632,7684,8.5
4350,205,599,19.88
4351,4300,8985,1.13
4352,6347,9559,2.53
4353,8394,619,17.97
4354,9417,3612,18.56
4355,10440,7422,11.01
4356,10951,8363,2.13
4357,370,3082,1.32
4358,543,5546,5.89
4359,1259,10879,0.1
4360,4465,1022,8.88
4361,4638,10508,7.8
4362,5354,1304,8.31
4363,6512,8076,7.66
4364,6685,8199,10.71
4365,8559,5203,14.62
4366,8732,2817,1.45
4367,9582,6696,15.84
4368,9755,1730,8.01
4369,10605,5973,9.65
4370,43,8915,11.18
4371,4138,4363,5.66
4372,6185,2660,6.92
4373,8232,135,0.46
4374,9255,868,6.43
4375,10278,4158,18.08
4376,10789,4431,5.59
4377,11300,2261,3.54
4378,11427,3065,16.93
4379,342,4508,9.73
4380,4437,2425,12.59
4381,6484,5498,11.63
4382,8531,4744,7.73
4383,9554,7282,2.24
4384,10577,6650,13.03
4385,1439,5170,7.38
4386,5534,5005,2.85
4387,1280,4051,7.85
4388,5375,9671,3.38
4389,1545,2648,13.65
4390,450,7777,8.94
4391,1893,1533,6.96
4392,4545,3639,11.82
4393,6592,10827,1.86
4394,8639,6074,9.01
4395,9662,6837,14.42
4396,2003,8480,12.95
4397,421,10579,16.23
4398,4516,2293,11.9
4399,6563,3978,0.04
4400,8610,10434,13.65
4401,9633,6670,18.99
4402,672,10564,17.97
4403,4767,7176,10.57
4404,6814,7884,19.13
4405,8861,7320,8.38
4406,1556,1357,7.05
4407,2221,4407,18.47
4408,1784,4767,7.44
4409,536,6404,15.22
4410,1024,882,2.25
4411,2103,3620,5.78
4412,4631,5208,9.48
4413,5119,10737,8.07
4414,6678,1356,7.99
4415,7166,7020,19.13
4416,8725,9909,11.65
4417,9748,2693,9.24
4418,1708,6497,10.67
4419,2171,10192,19.59
4420,1989,1659,16.14
4421,2050,6546,10.41
4422,1081,9306,12.42
4423,1269,6627,2.3
4424,5176,8772,11.94
4425,5364,6897,6.17
4426,7223,7585,9.68
4427,978,4164,8.39
4428,5073,10839,12.26
4429,7120,1579,17.42
4430,1515,10332,0.61
4431,2356,4072,14.77
4432,1682,6623,15.21
4433,289,185,16.03
4434,343,10664,7.74
4435,4384,671,2.8
4436,4438,5773,3.49
4437,6431,3512,1.1
4438,6485,3642,9.44
4439,8478,4198,9.42
4440,8532,2483,14.06
4441,9501,9396,2.28
4442,9555,406,16.81
4443,10524,1032,18.85
4444,10578,4820,6.78
4445,11035,4413,19.3
4446,443,7079,5.71
4447,1500,5772,14.74
4448,4538,1445,8.75
4449,5595,8888,13.62
4450,6585,94,19.98
4451,8632,10801,17.12
4452,9655,4105,5.51
4453,251,3026,10.65
4454,4346,9427,12.77
4455,6393,7232,6.7
4456,8440,8060,12.34
4457,9463,10158,14.26
4458,10486,9198,19.88
4459,10997,5455,9.38
4460,878,9735,19.34
4461,4973,2348,3.07
4462,7020,1495,4.22
4463,9067,7261,12.59
4464,2255,2122,1.29
4465,633,8341,11.1
4466,1213,5857,19.34
4467,4728,2840,7.51
4468,5308,1241,8.63
4469,6775,9146,16.32
4470,8822,6837,12.48
4471,1881,3083,10.26
4472,1341,8171,2.65
4473,1652,5113,18.0
4474,5436,1358,18.19
4475,192,2021,3.59
4476,1676,3916,4.43
4477,4287,588,11.98
4478,6334,9303,7.68
4479,8381,4570,18.04
4480,9404,3097,13.71
4481,10427,6585,18.06
4482,10938,8224,19.74
4483,98,7988,12.57
4484,153,10990,1.08
4485,2119,3410,7.4
4486,4193,10368,10.97
4487,4248,10544,1.85
4488,6240,6883,16.32
4489,6295,2491,13.43
4490,8287,7641,8.37
4491,8342,361,18.13
4492,9310,4850,9.19
4493,9365,11014,11.42
4494,10333,9839,14.19
4495,10388,9940,6.78
4496,10844,166,1.15
4497,10899,2694,0.77
4498,11355,5194,4.36
4499,396,7670,15.86
4500,463,9981,2.13
4501,2077,9350,17.65
4502,4491,9929,16.28
4503,4558,4361,10.36
4504,6538,4618,10.41
4505,6605,3987,4.59
4506,8585,801,13.43
4507,8652,1582,13.92
4508,9608,589,3.54
4509,9675,8083,2.02
4510,10631,3626,6.52
4511,407,7273,5.79
4512,4502,5406,11.23
4513,6549,3882,1.21
4514,8596,2854,2.01
4515,9619,8154,7.25
4516,2351,6844,19.75
4517,1531,1025,9.96
4518,434,2376,11.48
4519,1058,2540,8.4
4520,4529,4610,16.24
4521,5153,9099,13.05
4522,6576,9005,1.78
4523,7200,190,16.37
4524,8623,447,14.92
4525,9646,6776,16.14
4526,2489,2323,12.44
4527,202,5397,11.17
4528,4297,3746,0.16
4529,6344,343,2.59
4530,8391,6172,7.71
4531,9414,2926,3.17
4532,10437,46,10.9
4533,10948,7918,18.48
4534,1602,5390,13.01
4535,254,8882,0.81
4536,4349,8993,18.39
4537,6396,1920,2.09
4538,8443,42,14.12
4539,9466,5773,9.52
4540,10489,9172,13.86
4541,11000,11048,17.7
4542,1639,4971,11.56
4543,1488,6130,0.4
4544,5583,4974,3.5
4545,408,5955,3.0
4546,2490,1613,5.49
4547,4503,10423,17.22
4548,6550,5504,17.81
4549,8597,10771,3.38
4550,9620,10469,3.95
4551,1474,1829,4.59
4552,2354,7285,11.7
4553,5569,10683,0.92
4554,1299,3901,12.29
4555,5394,219,5.11
4556,1818,2426,6.48
4557,1980,10741,17.1
4558,2264,4224,6.65
4559,193,5833,12.47
4560,2293,6052,16.99
4561,4288,6850,10.6
4562,6335,8933,8.49
4563,8382,7934,5.85
4564,9405,3590,14.72
4565,10428,7919,7.01
4566,10939,6882,0.81
4567,513,3849,12.18
4568,4608,69,4.09
4569,6655,36,8.06
4570,8702,68,16.42
4571,9725,954,19.33
4572,1765,6390,19.45
4573,1342,1558,15.64
4574,5437,5458,2.13
4575,472,672,19.65
4576,4567,8142,14.22
4577,6614,4003,13.31
4578,8661,2776,5.0
4579,9684,5589,15.22
4580,665,3319,4.16
4581,2025,1627,2.13
4582,4760,1037,2.94
4583,6807,5060,16.66
4584,8854,8915,10.14
4585,927,1455,2.66
4586,1381,3040,19.34
4587,5022,163,3.45
4588,5476,9100,11.45
4589,7069,4539,6.45
4590,931,4329,19.56
4591,5026,8029,13.49
4592,7073,2322,0.38
4593,1636,5230,5.85
4594,478,588,7.73
4595,4573,8601,14.12
4596,6620,2356,18.81
4597,8667,737,10.2
4598,9690,3914,4.57
4599,2177,981,15.09
4600,315,5659,5.58
4601,4410,9672,10.19
4602,6457,10447,3.33
4603,8504,175,11.58
4604,9527,9441,10.11
4605,10550,10914,7.77
4606,398,2,16.7
4607,1385,1940,7.34
4608,4493,3465,9.13
4609,5480,3871,7.41
4610,6540,8985,18.54
4611,8587,2365,5.63
4612,9610,8560,0.05
4613,10633,7845,10.35
4614,510,5249,16.13
4615,4605,6873,13.37
4616,6652,5455,8.91
4617,8699,8407,8.84
4618,9722,10501,7.85
4619,686,1470,9.65
4620,1068,176,12.63
4621,4781,1235,13.19
4622,5163,10742,16.96
4623,6828,3838,3.6
4624,7210,9621,15.68
4625,8875,3620,5.5
4626,1287,4441,3.41
4627,1427,7296,15.33
4628,1526,9639,0.63
4629,5382,6206,13.89
4630,5522,8902,18.33
4631,597,2032,3.26
4632,2375,2976,16.96
4633,4692,4880,12.96
4634,6739,10296,13.64
4635,8786,7062,2.54
4636,9809,8133,5.48
4637,110,1961,1.19
4638,4205,8554,13.31
4639,6252,235,2.18
4640,8299,5355,1.59
4641,9322,10616,10.63
4642,10345,8860,7.72
4643,10856,6035,11.06
4644,1913,1547,0.7
4645,1035,8445,13.79
4646,1391,1895,15.66
4647,5130,4499,13.45
4648,5486,1669,14.64
4649,7177,2338,17.09
4650,932,7148,12.97
4651,5027,3509,12.62
4652,7074,2330,3.07
4653,1829,1558,4.78
4654,2006,8622,3.15
4655,243,5158,16.9
4656,2131,9275,12.67
4657,4338,7411,8.6
4658,6385,1691,9.4
4659,8432,9940,1.15
4660,9455,6753,17.24
4661,10478,5452,17.27
4662,10989,9425,12.91
4663,458,7627,9.82
4664,4553,4441,10.45
4665,6600,4614,10.12
4666,8647,3191,18.3
4667,9670,7966,16.68
4668,452,253,12.23
4669,2040,10996,2.15
4670,4547,6378,10.86
4671,6594,11075,6.96
4672,8641,8387,14.5
4673,9664,4038,12.8
4674,2096,1235,12.7
4675,484,9363,6.06
4676,2456,11026,0.91
4677,4579,2829,2.7
4678,6626,10145,3.08
4679,8673,394,14.29
4680,9696,5180,3.7
4681,1501,5870,1.66
4682,1953,9273,18.35
4683,886,965,13.62
4684,4981,1624,13.72
4685,7028,11046,18.11
4686,9075,6106,0.55
4687,644,5467,7.48
4688,4739,4409,17.18
4689,6786,1189,19.13
4690,8833,5148,8.87
4691,302,9234,16.37
4692,4397,6717,11.25
4693,6444,16,6.39
4694,8491,6605,0.19
4695,9514,2957,6.02
4696,10537,7867,12.65
4697,947,470,6.26
4698,1570,4878,5.06
4699,5042,10563,19.77
4700,7089,1036,10.02
4701,547,2498,12.4
4702,4642,4756,5.53
4703,6689,1126,13.51
4704,8736,836,6.97
4705,9759,5750,10.77
4706,1318,1576,1.86
4707,1946,446,18.42
4708,5413,5407,13.32
4709,76,9711,7.31
4710,2231,2328,18.99
4711,4171,1328,14.97
4712,6218,4269,13.47
4713,8265,2410,1.24
4714,9288,7353,2.36
4715,10311,6760,13.67
4716,10822,6629,18.56
4717,11333,9482,9.54
4718,703,9231,14.33
4719,4798,1033,6.3
4720,6845,3311,10.84
4721,8892,9096,9.23
4722,1150,9519,17.85
4723,5245,9973,16.08
4724,7292,3685,4.87
4725,593,2501,7.86
4726,2477,3225,5.41
4727,4688,5375,12.08
4728,6735,6340,0.75
4729,8782,5318,5.55
4730,9805,10606,18.67
4731,2487,9000,4.87
4732,969,8798,4.46
4733,1368,8266,0.91
4734,5064,11116,17.17
4735,5463,3297,18.11
4736,7111,7103,9.51
4737,1090,5151,17.76
4738,5185,560,11.76
4739,7232,8775,3.59
4740,695,5915,2.39
4741,4790,31,13.11
4742,6837,2983,7.49
4743,8884,756,4.33
4744,181,9772,14.84
4745,1243,842,3.04
4746,4276,5920,4.1
4747,5338,4763,10.51
4748,6323,3829,2.87
4749,8370,7633,19.98
4750,9393,10421,13.72
4751,10416,6915,0.97
4752,10927,4204,14.88
4753,2153,6516,13.94
4754,1166,8090,10.9
4755,1441,6046,1.64
4756,2302,8674,13.04
4757,5261,10264,13.11
4758,5536,5673,11.66
4759,7308,4293,3.59
4760,255,8244,3.32
4761,1947,6743,10.65
4762,4350,9402,12.55
4763,6397,6695,2.53
4764,8444,9204,15.13
4765,9467,3352,4.73
4766,10490,3103,13.69
4767,11001,6528,17.59
4768,159,7088,10.94
4769,4254,9160,9.51
4770,6301,10112,2.34
4771,8348,9548,18.8
4772,9371,1393,16.12
4773,10394,7280,17.07
4774,10905,3395,19.29
4775,1759,10106,12.95
4776,269,5694,12.33
4777,4364,6093,17.77
4778,6411,8888,6.58
4779,8458,2770,5.15
4780,9481,6021,18.65
4781,10504,450,8.08
4782,11015,9988,5.54
4783,750,7708,12.65
4784,4845,926,10.38
4785,6892,3847,3.43
4786,8939,9133,11.78
4787,1588,5376,12.97
4788,117,8813,0.31
4789,1628,7800,9.18
4790,4212,2126,11.57
4791,6259,3559,17.27
4792,8306,3978,3.95
4793,9329,10176,19.61
4794,10352,1771,17.08
4795,10863,8826,8.07
4796,306,7101,19.61
4797,724,10979,19.86
4798,4401,45,0.83
4799,4819,2173,17.04
4800,6448,7507,16.34
4801,6866,686,17.14
4802,8495,1101,18.48
4803,8913,3608,16.97
4804,9518,3004,16.08
4805,10541,2342,12.8
4806,605,6332,18.5
4807,1461,10215,16.31
4808,4700,3591,3.34
4809,5556,9655,16.75
4810,6747,6496,8.14
4811,8794,3145,3.85
4812,2117,1287,0.0
4813,1167,7271,5.34
4814,5262,4178,1.51
4815,7309,2802,0.64
4816,704,4513,18.63
4817,2167,4891,8.08
4818,2429,7811,5.95
4819,4799,4252,0.35
4820,6846,10482,13.14
4821,8893,5113,6.53
4822,514,2818,5.74
4823,1137,7512,10.3
4824,4609,6108,4.0
4825,5232,3942,3.41
4826,6656,8799,8.84
4827,7279,9310,17.16
4828,8703,8687,6.58
4829,9726,3369,10.54
4830,238,8086,1.05
4831,415,912,5.05
4832,4333,178,6.46
4833,4510,6303,17.27
4834,6380,6891,10.1
4835,6557,7434,16.5
4836,8427,1336,2.51
4837,8604,2986,19.3
4838,9450,208,3.98
4839,9627,10452,1.99
4840,10473,7562,1.99
4841,10984,5098,19.85
4842,265,6556,19.35
4843,1369,788,9.02
4844,1825,476,17.21
4845,2120,1951,5.89
4846,4360,10522,16.91
4847,5464,4335,8.24
4848,6407,9914,4.39
4849,8454,4718,9.23
4850,9477,402,15.91
4851,10500,9680,19.26
4852,11011,2287,2.76
4853,2189,826,19.13
4854,1542,6235,18.64
4855,1923,10892,1.97
4856,2491,6192,9.73
4857,390,8494,7.14
4858,439,5516,8.14
4859,4485,6100,10.4
4860,4534,10620,4.26
4861,6532,2246,7.4
4862,6581,2716,2.21
4863,8579,9125,15.38
4864,8628,4291,12.41
4865,9602,10522,17.34
4866,9651,5530,17.69
4867,10625,10376,0.17
4868,1456,2732,4.03
4869,5551,3014,15.0
4870,792,10434,8.77
4871,4887,4212,11.56
4872,6934,8382,0.66
4873,8981,10075,8.57
4874,966,4734,16.84
