genre,book_id,order_id,order_date,customer_id,price,ordr_status_id,only_date,churn
Fiction,2090,7329.0,2023-04-06 23:46:51,66.0,1.96,1,2023-04-06,1.0
Fiction,2090,9058.0,2023-10-03 04:53:15,1667.0,10.09,1,2023-10-03,1.0
Fiction,2090,9058.0,2023-10-03 04:53:15,1667.0,10.09,2,2023-10-03,1.0
Biography,2091,697.0,2025-10-14 20:24:14,721.0,13.83,1,2025-10-14,0.0
Biography,2091,697.0,2025-10-14 20:24:14,721.0,13.83,2,2025-10-14,0.0
Biography,2091,835.0,2024-05-22 09:51:49,1982.0,15.48,1,2024-05-22,1.0
Biography,2091,835.0,2024-05-22 09:51:49,1982.0,15.48,2,2024-05-22,1.0
Biography,2091,835.0,2024-05-22 09:51:49,1982.0,15.48,3,2024-05-22,1.0
Fiction,2092,2194.0,2022-10-26 16:30:55,135.0,6.79,1,2022-10-26,0.0
Fiction,2092,2194.0,2022-10-26 16:30:55,135.0,6.79,2,2022-10-26,0.0
Fiction,2093,885.0,2024-04-02 00:54:36,1142.0,17.74,1,2024-04-02,1.0
Fiction,2093,885.0,2024-04-02 00:54:36,1142.0,17.74,2,2024-04-02,1.0
Fiction,2093,885.0,2024-04-02 00:54:36,1142.0,17.74,3,2024-04-02,1.0
Fiction,2093,885.0,2024-04-02 00:54:36,1142.0,17.74,4,2024-04-02,1.0
Fiction,2093,1255.0,2024-05-01 22:22:09,177.0,14.22,1,2024-05-01,1.0
Fiction,2093,1255.0,2024-05-01 22:22:09,177.0,14.22,2,2024-05-01,1.0
Fiction,2093,1255.0,2024-05-01 22:22:09,177.0,14.22,3,2024-05-01,1.0
Fiction,2094,6873.0,2025-05-12 22:14:25,1497.0,18.57,1,2025-05-12,0.0
Fiction,2094,6873.0,2025-05-12 22:14:25,1497.0,18.57,2,2025-05-12,0.0
Fiction,2094,10762.0,2025-09-26 02:09:49,1806.0,16.91,1,2025-09-26,0.0
Fiction,2094,10762.0,2025-09-26 02:09:49,1806.0,16.91,2,2025-09-26,0.0
Fiction,2094,10762.0,2025-09-26 02:09:49,1806.0,16.91,3,2025-09-26,0.0
Fiction,2094,10762.0,2025-09-26 02:09:49,1806.0,16.91,4,2025-09-26,0.0
Fiction,2094,10762.0,2025-09-26 02:09:49,1806.0,16.91,6,2025-09-26,0.0
History,2096,8833.0,2024-06-15 21:37:23,1271.0,17.58,1,2024-06-15,1.0
History,2096,8833.0,2024-06-15 21:37:23,1271.0,17.58,2,2024-06-15,1.0
History,2096,8833.0,2024-06-15 21:37:23,1271.0,17.58,3,2024-06-15,1.0
History,2096,8833.0,2024-06-15 21:37:23,1271.0,17.58,4,2024-06-15,1.0
History,2096,10481.0,2023-11-05 05:49:13,1674.0,18.3,1,2023-11-05,0.0
History,2096,10481.0,2023-11-05 05:49:13,1674.0,18.3,2,2023-11-05,0.0
History,2098,184.0,2024-05-10 17:03:32,1639.0,0.74,1,2024-05-10,1.0
History,2098,184.0,2024-05-10 17:03:32,1639.0,0.74,2,2024-05-10,1.0
History,2098,184.0,2024-05-10 17:03:32,1639.0,0.74,3,2024-05-10,1.0
History,2098,184.0,2024-05-10 17:03:32,1639.0,0.74,4,2024-05-10,1.0
Fiction,2099,116.0,2025-03-28 07:44:35,1682.0,16.7,1,2025-03-28,0.0
Fiction,2099,116.0,2025-03-28 07:44:35,1682.0,16.7,2,2025-03-28,0.0
Fiction,2099,116.0,2025-03-28 07:44:35,1682.0,16.7,3,2025-03-28,0.0
Fiction,2099,116.0,2025-03-28 07:44:35,1682.0,16.7,4,2025-03-28,0.0
Fiction,2099,1271.0,2023-09-06 14:47:48,1863.0,16.33,1,2023-09-06,1.0
Fiction,2099,1271.0,2023-09-06 14:47:48,1863.0,16.33,2,2023-09-06,1.0
Fiction,2099,1271.0,2023-09-06 14:47:48,1863.0,16.33,3,2023-09-06,1.0
Fiction,2099,1271.0,2023-09-06 14:47:48,1863.0,16.33,4,2023-09-06,1.0
Fiction,2099,6186.0,2024-04-21 17:51:46,123.0,3.54,1,2024-04-21,1.0
Fiction,2099,6186.0,2024-04-21 17:51:46,123.0,3.54,2,2024-04-21,1.0
Fiction,2099,6186.0,2024-04-21 17:51:46,123.0,3.54,3,2024-04-21,1.0
Fiction,2099,6186.0,2024-04-21 17:51:46,123.0,3.54,4,2024-04-21,1.0
Fiction,2100,6930.0,2023-07-12 18:57:33,1743.0,18.87,1,2023-07-12,0.0
Fiction,2100,6930.0,2023-07-12 18:57:33,1743.0,18.87,2,2023-07-12,0.0
Fiction,2100,6930.0,2023-07-12 18:57:33,1743.0,18.87,3,2023-07-12,0.0
Fiction,2100,6930.0,2023-07-12 18:57:33,1743.0,18.87,4,2023-07-12,0.0
Fiction,2101,2011.0,2023-01-13 06:02:13,224.0,15.36,1,2023-01-13,1.0
Fiction,2101,2011.0,2023-01-13 06:02:13,224.0,15.36,2,2023-01-13,1.0
Fiction,2101,2469.0,2022-10-28 12:05:24,791.0,16.45,1,2022-10-28,1.0
Fiction,2101,2469.0,2022-10-28 12:05:24,791.0,16.45,2,2022-10-28,1.0
Fiction,2101,6394.0,2023-07-05 17:33:55,18.0,4.01,1,2023-07-05,0.0
Fiction,2101,6394.0,2023-07-05 17:33:55,18.0,4.01,2,2023-07-05,0.0
Fiction,2101,6394.0,2023-07-05 17:33:55,18.0,4.01,3,2023-07-05,0.0
Fiction,2101,6394.0,2023-07-05 17:33:55,18.0,4.01,4,2023-07-05,0.0
Fiction,2101,7019.0,2025-03-04 08:34:28,432.0,16.93,1,2025-03-04,1.0
Fiction,2101,7019.0,2025-03-04 08:34:28,432.0,16.93,2,2025-03-04,1.0
Fiction,2101,10545.0,2024-08-18 03:30:10,147.0,0.34,1,2024-08-18,0.0
Fiction,2101,10545.0,2024-08-18 03:30:10,147.0,0.34,2,2024-08-18,0.0
Fiction,2101,10545.0,2024-08-18 03:30:10,147.0,0.34,3,2024-08-18,0.0
Fiction,2102,341.0,2023-04-02 22:00:18,151.0,11.69,1,2023-04-02,1.0
Fiction,2102,341.0,2023-04-02 22:00:18,151.0,11.69,2,2023-04-02,1.0
Fiction,2102,341.0,2023-04-02 22:00:18,151.0,11.69,3,2023-04-02,1.0
Fiction,2102,341.0,2023-04-02 22:00:18,151.0,11.69,4,2023-04-02,1.0
Fiction,2102,487.0,2025-07-04 17:14:12,448.0,13.34,1,2025-07-04,0.0
Fiction,2102,487.0,2025-07-04 17:14:12,448.0,13.34,2,2025-07-04,0.0
Fiction,2102,487.0,2025-07-04 17:14:12,448.0,13.34,3,2025-07-04,0.0
Fiction,2102,1767.0,2024-03-18 14:33:50,1056.0,9.07,1,2024-03-18,1.0
Fiction,2102,1767.0,2024-03-18 14:33:50,1056.0,9.07,2,2024-03-18,1.0
Fiction,2102,1767.0,2024-03-18 14:33:50,1056.0,9.07,3,2024-03-18,1.0
Fiction,2102,1767.0,2024-03-18 14:33:50,1056.0,9.07,4,2024-03-18,1.0
Fiction,2102,2282.0,2023-12-05 14:28:13,1725.0,5.48,1,2023-12-05,1.0
Fiction,2102,2282.0,2023-12-05 14:28:13,1725.0,5.48,2,2023-12-05,1.0
Fiction,2103,4944.0,2022-11-12 04:57:14,1548.0,6.25,1,2022-11-12,1.0
Fiction,2103,4944.0,2022-11-12 04:57:14,1548.0,6.25,2,2022-11-12,1.0
Fiction,2103,4944.0,2022-11-12 04:57:14,1548.0,6.25,3,2022-11-12,1.0
Fiction,2103,4944.0,2022-11-12 04:57:14,1548.0,6.25,4,2022-11-12,1.0
Fiction,2104,1651.0,2023-01-28 16:19:08,384.0,18.39,1,2023-01-28,1.0
Fiction,2104,1651.0,2023-01-28 16:19:08,384.0,18.39,2,2023-01-28,1.0
Fiction,2104,1651.0,2023-01-28 16:19:08,384.0,18.39,3,2023-01-28,1.0
Fiction,2104,1651.0,2023-01-28 16:19:08,384.0,18.39,4,2023-01-28,1.0
Fiction,2104,4861.0,2023-10-11 18:29:31,245.0,13.88,1,2023-10-11,1.0
Fiction,2104,4861.0,2023-10-11 18:29:31,245.0,13.88,2,2023-10-11,1.0
Fiction,2104,4861.0,2023-10-11 18:29:31,245.0,13.88,3,2023-10-11,1.0
Fiction,2104,4861.0,2023-10-11 18:29:31,245.0,13.88,4,2023-10-11,1.0
Fiction,2104,5025.0,2025-06-21 00:52:38,451.0,0.35,1,2025-06-21,1.0
Fiction,2104,5025.0,2025-06-21 00:52:38,451.0,0.35,5,2025-06-21,1.0
Fiction,2104,8218.0,2025-04-01 18:48:44,461.0,17.52,1,2025-04-01,0.0
Fiction,2104,8378.0,2025-10-09 09:15:18,101.0,2.83,1,2025-10-09,0.0
Fiction,2104,8378.0,2025-10-09 09:15:18,101.0,2.83,2,2025-10-09,0.0
Fiction,2105,8227.0,2023-09-01 08:50:22,615.0,17.32,1,2023-09-01,1.0
Fiction,2105,8227.0,2023-09-01 08:50:22,615.0,17.32,2,2023-09-01,1.0
Fiction,2105,8227.0,2023-09-01 08:50:22,615.0,17.32,3,2023-09-01,1.0
Fiction,2105,8227.0,2023-09-01 08:50:22,615.0,17.32,4,2023-09-01,1.0
Fiction,2105,9406.0,2025-04-26 11:22:27,822.0,17.33,1,2025-04-26,0.0
Fiction,2105,9406.0,2025-04-26 11:22:27,822.0,17.33,2,2025-04-26,0.0
Fiction,2105,9406.0,2025-04-26 11:22:27,822.0,17.33,3,2025-04-26,0.0
Fiction,2105,9525.0,2025-06-24 13:42:48,431.0,16.64,1,2025-06-24,1.0
Fiction,2105,9525.0,2025-06-24 13:42:48,431.0,16.64,2,2025-06-24,1.0
Fiction,2105,9525.0,2025-06-24 13:42:48,431.0,16.64,3,2025-06-24,1.0
Fiction,2105,9525.0,2025-06-24 13:42:48,431.0,16.64,4,2025-06-24,1.0
Fiction,2105,9525.0,2025-06-24 13:42:48,431.0,16.64,6,2025-06-24,1.0
Fiction,2106,8895.0,2025-03-19 13:11:43,1612.0,12.82,1,2025-03-19,1.0
Fiction,2106,8895.0,2025-03-19 13:11:43,1612.0,12.82,2,2025-03-19,1.0
Fiction,2106,8895.0,2025-03-19 13:11:43,1612.0,12.82,3,2025-03-19,1.0
Fiction,2106,8895.0,2025-03-19 13:11:43,1612.0,12.82,4,2025-03-19,1.0
Fiction,2107,2461.0,2025-05-10 17:08:12,975.0,0.48,1,2025-05-10,1.0
Fiction,2107,2461.0,2025-05-10 17:08:12,975.0,0.48,2,2025-05-10,1.0
Fiction,2108,2238.0,2024-05-05 11:04:52,1773.0,12.36,1,2024-05-05,1.0
Fiction,2108,2238.0,2024-05-05 11:04:52,1773.0,12.36,2,2024-05-05,1.0
Fiction,2111,6650.0,2023-09-05 09:59:22,642.0,8.45,1,2023-09-05,1.0
Fiction,2111,6650.0,2023-09-05 09:59:22,642.0,8.45,2,2023-09-05,1.0
Fiction,2111,6650.0,2023-09-05 09:59:22,642.0,8.45,3,2023-09-05,1.0
Fiction,2111,6650.0,2023-09-05 09:59:22,642.0,8.45,4,2023-09-05,1.0
Fiction,2113,901.0,2024-02-09 13:03:07,1920.0,17.9,1,2024-02-09,1.0
Fiction,2113,901.0,2024-02-09 13:03:07,1920.0,17.9,2,2024-02-09,1.0
Fiction,2113,901.0,2024-02-09 13:03:07,1920.0,17.9,3,2024-02-09,1.0
Fiction,2113,901.0,2024-02-09 13:03:07,1920.0,17.9,4,2024-02-09,1.0
Fiction,2115,6676.0,2025-10-05 00:15:26,922.0,9.51,1,2025-10-05,0.0
Fiction,2115,6676.0,2025-10-05 00:15:26,922.0,9.51,2,2025-10-05,0.0
Fiction,2115,6676.0,2025-10-05 00:15:26,922.0,9.51,3,2025-10-05,0.0
Fiction,2115,6676.0,2025-10-05 00:15:26,922.0,9.51,4,2025-10-05,0.0
Fantasy,2116,266.0,2025-07-10 08:22:08,1698.0,1.9,1,2025-07-10,0.0
Fantasy,2116,266.0,2025-07-10 08:22:08,1698.0,1.9,2,2025-07-10,0.0
Fantasy,2116,6608.0,2025-02-08 07:29:16,127.0,0.87,1,2025-02-08,1.0
Fantasy,2116,6608.0,2025-02-08 07:29:16,127.0,0.87,2,2025-02-08,1.0
Fiction,2117,6975.0,2023-07-11 03:27:49,1556.0,8.57,1,2023-07-11,1.0
Fiction,2117,6975.0,2023-07-11 03:27:49,1556.0,8.57,2,2023-07-11,1.0
Fiction,2118,6878.0,2025-08-03 12:13:54,1767.0,1.02,1,2025-08-03,0.0
Fiction,2118,6878.0,2025-08-03 12:13:54,1767.0,1.02,2,2025-08-03,0.0
Fiction,2120,10390.0,2024-12-25 00:47:54,1706.0,3.28,1,2024-12-25,1.0
Fiction,2120,10390.0,2024-12-25 00:47:54,1706.0,3.28,2,2024-12-25,1.0
Fiction,2120,10390.0,2024-12-25 00:47:54,1706.0,3.28,3,2024-12-25,1.0
Fiction,2120,11280.0,2025-09-26 09:34:50,585.0,11.2,1,2025-09-26,0.0
Fiction,2120,11280.0,2025-09-26 09:34:50,585.0,11.2,2,2025-09-26,0.0
Fiction,2120,11280.0,2025-09-26 09:34:50,585.0,11.2,3,2025-09-26,0.0
Fiction,2121,1430.0,2025-06-24 18:58:06,1344.0,13.24,1,2025-06-24,0.0
Fiction,2121,1430.0,2025-06-24 18:58:06,1344.0,13.24,2,2025-06-24,0.0
Fiction,2121,1430.0,2025-06-24 18:58:06,1344.0,13.24,3,2025-06-24,0.0
Fiction,2121,1430.0,2025-06-24 18:58:06,1344.0,13.24,4,2025-06-24,0.0
Fiction,2122,2255.0,2023-09-15 10:31:44,1210.0,1.29,1,2023-09-15,1.0
Fiction,2122,2255.0,2023-09-15 10:31:44,1210.0,1.29,2,2023-09-15,1.0
Love,2124,6587.0,2022-12-25 20:34:50,610.0,4.56,1,2022-12-25,1.0
Love,2124,6587.0,2022-12-25 20:34:50,610.0,4.56,2,2022-12-25,1.0
Fiction,2126,4212.0,2023-09-12 06:42:12,1300.0,11.57,1,2023-09-12,1.0
Fiction,2126,4212.0,2023-09-12 06:42:12,1300.0,11.57,2,2023-09-12,1.0
Fiction,2126,4212.0,2023-09-12 06:42:12,1300.0,11.57,3,2023-09-12,1.0
Fiction,2126,4212.0,2023-09-12 06:42:12,1300.0,11.57,4,2023-09-12,1.0
Fiction,2126,10459.0,2024-09-12 14:47:24,183.0,8.58,1,2024-09-12,0.0
Fiction,2126,10459.0,2024-09-12 14:47:24,183.0,8.58,2,2024-09-12,0.0
Fiction,2128,478.0,2023-05-21 07:10:55,1247.0,3.36,1,2023-05-21,1.0
Fiction,2128,478.0,2023-05-21 07:10:55,1247.0,3.36,2,2023-05-21,1.0
Fiction,2128,478.0,2023-05-21 07:10:55,1247.0,3.36,3,2023-05-21,1.0
Fiction,2128,478.0,2023-05-21 07:10:55,1247.0,3.36,4,2023-05-21,1.0
Fiction,2128,9378.0,2024-09-04 02:17:51,1790.0,18.52,1,2024-09-04,1.0
Fiction,2128,9378.0,2024-09-04 02:17:51,1790.0,18.52,2,2024-09-04,1.0
Fiction,2128,9378.0,2024-09-04 02:17:51,1790.0,18.52,3,2024-09-04,1.0
Fiction,2128,9378.0,2024-09-04 02:17:51,1790.0,18.52,4,2024-09-04,1.0
Fiction,2129,9083.0,2023-01-05 03:01:29,1520.0,7.48,1,2023-01-05,1.0
Fiction,2129,9083.0,2023-01-05 03:01:29,1520.0,7.48,2,2023-01-05,1.0
Fiction,2129,9083.0,2023-01-05 03:01:29,1520.0,7.48,3,2023-01-05,1.0
Fiction,2129,9083.0,2023-01-05 03:01:29,1520.0,7.48,4,2023-01-05,1.0
Fiction,2130,9810.0,2024-06-04 14:05:42,1874.0,16.28,1,2024-06-04,1.0
Fiction,2130,9810.0,2024-06-04 14:05:42,1874.0,16.28,2,2024-06-04,1.0
Fiction,2130,9810.0,2024-06-04 14:05:42,1874.0,16.28,3,2024-06-04,1.0
Fiction,2130,9810.0,2024-06-04 14:05:42,1874.0,16.28,4,2024-06-04,1.0
Fiction,2130,10415.0,2024-06-30 20:13:24,1033.0,15.82,1,2024-06-30,0.0
Fiction,2130,10415.0,2024-06-30 20:13:24,1033.0,15.82,2,2024-06-30,0.0
Fiction,2130,10415.0,2024-06-30 20:13:24,1033.0,15.82,3,2024-06-30,0.0
Fiction,2130,10415.0,2024-06-30 20:13:24,1033.0,15.82,4,2024-06-30,0.0
Fiction,2131,8558.0,2025-02-10 15:32:11,1080.0,12.5,1,2025-02-10,0.0
Fiction,2131,8558.0,2025-02-10 15:32:11,1080.0,12.5,2,2025-02-10,0.0
Fiction,2131,8558.0,2025-02-10 15:32:11,1080.0,12.5,3,2025-02-10,0.0
Fiction,2131,8558.0,2025-02-10 15:32:11,1080.0,12.5,4,2025-02-10,0.0
Fiction,2131,8558.0,2025-02-10 15:32:11,1080.0,12.5,6,2025-02-10,0.0
Fiction,2133,544.0,2024-08-05 07:32:44,1076.0,15.75,1,2024-08-05,1.0
Fiction,2133,544.0,2024-08-05 07:32:44,1076.0,15.75,5,2024-08-05,1.0
Fiction,2133,6888.0,2024-03-06 09:58:59,1135.0,12.45,1,2024-03-06,1.0
Fiction,2133,6888.0,2024-03-06 09:58:59,1135.0,12.45,2,2024-03-06,1.0
Fiction,2134,9284.0,2024-12-26 22:12:40,227.0,9.74,1,2024-12-26,1.0
Fiction,2134,9284.0,2024-12-26 22:12:40,227.0,9.74,2,2024-12-26,1.0
Fiction,2136,5090.0,2023-04-18 12:15:58,814.0,15.39,1,2023-04-18,0.0
Fiction,2136,5090.0,2023-04-18 12:15:58,814.0,15.39,2,2023-04-18,0.0
Love,2137,6337.0,2024-10-31 18:33:57,904.0,18.57,1,2024-10-31,1.0
Love,2137,6337.0,2024-10-31 18:33:57,904.0,18.57,2,2024-10-31,1.0
Love,2137,10420.0,2025-05-30 23:31:35,1937.0,0.46,1,2025-05-30,0.0
Love,2137,10420.0,2025-05-30 23:31:35,1937.0,0.46,2,2025-05-30,0.0
Love,2137,10852.0,2024-01-12 00:31:52,1646.0,11.89,1,2024-01-12,1.0
Love,2137,10852.0,2024-01-12 00:31:52,1646.0,11.89,2,2024-01-12,1.0
Love,2137,10852.0,2024-01-12 00:31:52,1646.0,11.89,3,2024-01-12,1.0
Love,2137,10852.0,2024-01-12 00:31:52,1646.0,11.89,4,2024-01-12,1.0
Fiction,2138,10913.0,2023-10-31 06:31:38,1813.0,3.16,1,2023-10-31,1.0
Fiction,2138,10913.0,2023-10-31 06:31:38,1813.0,3.16,2,2023-10-31,1.0
Fiction,2139,941.0,2023-01-21 23:48:16,199.0,2.04,1,2023-01-21,0.0
Fiction,2139,941.0,2023-01-21 23:48:16,199.0,2.04,2,2023-01-21,0.0
Fiction,2139,941.0,2023-01-21 23:48:16,199.0,2.04,3,2023-01-21,0.0
Fiction,2139,941.0,2023-01-21 23:48:16,199.0,2.04,4,2023-01-21,0.0
Fiction,2139,6302.0,2025-10-11 14:49:45,1392.0,1.28,1,2025-10-11,0.0
Fiction,2139,6302.0,2025-10-11 14:49:45,1392.0,1.28,2,2025-10-11,0.0
Fiction,2141,7307.0,2025-07-10 23:29:44,627.0,14.48,1,2025-07-10,1.0
Fiction,2141,7307.0,2025-07-10 23:29:44,627.0,14.48,5,2025-07-10,1.0
Fiction,2141,10552.0,2023-11-10 16:14:47,1573.0,7.4,1,2023-11-10,1.0
Fiction,2141,10552.0,2023-11-10 16:14:47,1573.0,7.4,2,2023-11-10,1.0
Fiction,2141,10552.0,2023-11-10 16:14:47,1573.0,7.4,3,2023-11-10,1.0
Fiction,2141,10552.0,2023-11-10 16:14:47,1573.0,7.4,4,2023-11-10,1.0
Love,2142,1549.0,2025-08-24 10:07:37,863.0,8.5,1,2025-08-24,0.0
Love,2142,1549.0,2025-08-24 10:07:37,863.0,8.5,2,2025-08-24,0.0
Love,2142,1549.0,2025-08-24 10:07:37,863.0,8.5,3,2025-08-24,0.0
Love,2142,4293.0,2022-11-18 17:11:17,1715.0,0.57,1,2022-11-18,0.0
Love,2142,4293.0,2022-11-18 17:11:17,1715.0,0.57,2,2022-11-18,0.0
Love,2142,4293.0,2022-11-18 17:11:17,1715.0,0.57,3,2022-11-18,0.0
Love,2142,4293.0,2022-11-18 17:11:17,1715.0,0.57,4,2022-11-18,0.0
Love,2142,5166.0,2023-08-18 16:11:35,620.0,3.77,1,2023-08-18,1.0
Love,2142,5166.0,2023-08-18 16:11:35,620.0,3.77,2,2023-08-18,1.0
Love,2142,8420.0,2023-09-02 06:11:56,463.0,9.45,1,2023-09-02,0.0
Love,2142,9349.0,2022-10-29 21:43:50,219.0,17.8,1,2022-10-29,1.0
Love,2142,9349.0,2022-10-29 21:43:50,219.0,17.8,2,2022-10-29,1.0
Love,2142,9349.0,2022-10-29 21:43:50,219.0,17.8,3,2022-10-29,1.0
Love,2142,9349.0,2022-10-29 21:43:50,219.0,17.8,4,2022-10-29,1.0
Fiction,2143,6936.0,2023-09-04 12:55:58,1495.0,9.34,1,2023-09-04,1.0
Fiction,2143,6936.0,2023-09-04 12:55:58,1495.0,9.34,2,2023-09-04,1.0
Fiction,2144,1843.0,2023-02-15 18:17:08,1158.0,10.02,1,2023-02-15,1.0
Fiction,2144,1843.0,2023-02-15 18:17:08,1158.0,10.02,2,2023-02-15,1.0
Fiction,2144,1843.0,2023-02-15 18:17:08,1158.0,10.02,3,2023-02-15,1.0
Fiction,2144,1843.0,2023-02-15 18:17:08,1158.0,10.02,4,2023-02-15,1.0
Fiction,2144,8380.0,2025-01-25 00:53:57,434.0,16.57,1,2025-01-25,0.0
Fiction,2144,8380.0,2025-01-25 00:53:57,434.0,16.57,2,2025-01-25,0.0
Love,2145,1021.0,2025-10-02 05:50:17,46.0,19.81,1,2025-10-02,0.0
Love,2145,1021.0,2025-10-02 05:50:17,46.0,19.81,2,2025-10-02,0.0
Love,2145,1021.0,2025-10-02 05:50:17,46.0,19.81,3,2025-10-02,0.0
Love,2145,1021.0,2025-10-02 05:50:17,46.0,19.81,4,2025-10-02,0.0
Love,2145,6363.0,2025-06-10 00:09:56,864.0,9.52,1,2025-06-10,0.0
Love,2145,6363.0,2025-06-10 00:09:56,864.0,9.52,2,2025-06-10,0.0
Love,2145,6363.0,2025-06-10 00:09:56,864.0,9.52,3,2025-06-10,0.0
Love,2145,6363.0,2025-06-10 00:09:56,864.0,9.52,4,2025-06-10,0.0
Love,2145,8473.0,2025-08-22 03:19:52,1577.0,7.52,1,2025-08-22,0.0
Love,2145,8473.0,2025-08-22 03:19:52,1577.0,7.52,2,2025-08-22,0.0
Fiction,2146,1398.0,2023-01-24 09:48:34,928.0,19.81,1,2023-01-24,1.0
Fiction,2146,1398.0,2023-01-24 09:48:34,928.0,19.81,2,2023-01-24,1.0
Fiction,2146,5370.0,2022-11-12 07:44:03,957.0,6.21,1,2022-11-12,1.0
Fiction,2146,5370.0,2022-11-12 07:44:03,957.0,6.21,2,2022-11-12,1.0
Fiction,2146,5370.0,2022-11-12 07:44:03,957.0,6.21,3,2022-11-12,1.0
Fiction,2146,5370.0,2022-11-12 07:44:03,957.0,6.21,4,2022-11-12,1.0
Fiction,2146,6958.0,2023-07-08 09:26:18,883.0,18.96,1,2023-07-08,0.0
Fiction,2146,6958.0,2023-07-08 09:26:18,883.0,18.96,2,2023-07-08,0.0
Fiction,2146,6958.0,2023-07-08 09:26:18,883.0,18.96,3,2023-07-08,0.0
Fiction,2146,6958.0,2023-07-08 09:26:18,883.0,18.96,4,2023-07-08,0.0
Mystery,2148,274.0,2022-10-25 12:38:53,583.0,3.52,1,2022-10-25,0.0
Mystery,2148,274.0,2022-10-25 12:38:53,583.0,3.52,2,2022-10-25,0.0
Fiction,2149,628.0,2024-04-23 22:34:26,1816.0,16.81,1,2024-04-23,1.0
Fiction,2149,628.0,2024-04-23 22:34:26,1816.0,16.81,2,2024-04-23,1.0
Fiction,2149,628.0,2024-04-23 22:34:26,1816.0,16.81,3,2024-04-23,1.0
Fiction,2149,628.0,2024-04-23 22:34:26,1816.0,16.81,4,2024-04-23,1.0
Fiction,2149,9287.0,2024-01-26 15:15:31,558.0,8.21,1,2024-01-26,1.0
Fiction,2149,9287.0,2024-01-26 15:15:31,558.0,8.21,2,2024-01-26,1.0
Fiction,2150,733.0,2024-10-21 07:51:42,439.0,2.35,1,2024-10-21,0.0
Fiction,2150,733.0,2024-10-21 07:51:42,439.0,2.35,2,2024-10-21,0.0
Fiction,2150,7135.0,2024-07-05 21:33:01,654.0,11.29,1,2024-07-05,1.0
Fiction,2150,7135.0,2024-07-05 21:33:01,654.0,11.29,2,2024-07-05,1.0
Fiction,2151,4782.0,2025-01-15 12:31:32,165.0,16.71,1,2025-01-15,1.0
Fiction,2151,4782.0,2025-01-15 12:31:32,165.0,16.71,2,2025-01-15,1.0
Fiction,2152,401.0,2024-05-27 10:56:53,848.0,4.25,1,2024-05-27,0.0
Fiction,2152,401.0,2024-05-27 10:56:53,848.0,4.25,2,2024-05-27,0.0
Fiction,2152,756.0,2023-11-16 09:41:59,1511.0,11.53,1,2023-11-16,0.0
Fiction,2152,756.0,2023-11-16 09:41:59,1511.0,11.53,2,2023-11-16,0.0
Fiction,2152,1352.0,2024-07-06 02:20:45,302.0,5.64,1,2024-07-06,1.0
Fiction,2152,1352.0,2024-07-06 02:20:45,302.0,5.64,2,2024-07-06,1.0
Fiction,2152,4260.0,2024-12-15 02:33:51,1596.0,18.85,1,2024-12-15,1.0
Fiction,2152,4260.0,2024-12-15 02:33:51,1596.0,18.85,2,2024-12-15,1.0
Fiction,2152,4260.0,2024-12-15 02:33:51,1596.0,18.85,3,2024-12-15,1.0
Fiction,2152,4260.0,2024-12-15 02:33:51,1596.0,18.85,4,2024-12-15,1.0
Fiction,2152,6355.0,2025-06-15 14:04:12,1568.0,12.11,1,2025-06-15,1.0
Fiction,2152,6355.0,2025-06-15 14:04:12,1568.0,12.11,2,2025-06-15,1.0
Fiction,2153,608.0,2023-11-02 22:36:15,1741.0,2.76,1,2023-11-02,1.0
Fiction,2153,608.0,2023-11-02 22:36:15,1741.0,2.76,2,2023-11-02,1.0
Fiction,2153,608.0,2023-11-02 22:36:15,1741.0,2.76,3,2023-11-02,1.0
Fiction,2153,608.0,2023-11-02 22:36:15,1741.0,2.76,4,2023-11-02,1.0
Fiction,2155,8890.0,2024-05-14 02:51:43,131.0,13.5,1,2024-05-14,1.0
Fiction,2155,8890.0,2024-05-14 02:51:43,131.0,13.5,2,2024-05-14,1.0
Fiction,2155,8890.0,2024-05-14 02:51:43,131.0,13.5,3,2024-05-14,1.0
Fiction,2155,8890.0,2024-05-14 02:51:43,131.0,13.5,4,2024-05-14,1.0
Fiction,2156,2132.0,2024-09-06 22:52:57,1693.0,19.97,1,2024-09-06,1.0
Fiction,2156,2132.0,2024-09-06 22:52:57,1693.0,19.97,2,2024-09-06,1.0
Fiction,2156,2132.0,2024-09-06 22:52:57,1693.0,19.97,3,2024-09-06,1.0
Fiction,2156,2132.0,2024-09-06 22:52:57,1693.0,19.97,4,2024-09-06,1.0
Fiction,2157,8935.0,2024-10-14 08:40:27,1135.0,18.64,1,2024-10-14,1.0
Fiction,2157,8935.0,2024-10-14 08:40:27,1135.0,18.64,2,2024-10-14,1.0
Fiction,2157,8935.0,2024-10-14 08:40:27,1135.0,18.64,3,2024-10-14,1.0
Fiction,2157,8935.0,2024-10-14 08:40:27,1135.0,18.64,4,2024-10-14,1.0
Fiction,2158,5146.0,2025-02-23 15:19:12,1101.0,14.33,1,2025-02-23,1.0
Fiction,2158,5146.0,2025-02-23 15:19:12,1101.0,14.33,2,2025-02-23,1.0
Fiction,2158,5146.0,2025-02-23 15:19:12,1101.0,14.33,3,2025-02-23,1.0
Fiction,2158,5146.0,2025-02-23 15:19:12,1101.0,14.33,4,2025-02-23,1.0
